"year","country1","country2","border","comlang","Currency_union","island","landl","log_dist","log_RGDP","log_RGDP_percap","regional_trade_agreement","total_exports","primary_exports","manfactured_exports","total_imports","primary_imports","manfactured_imports","exp_index","imp_index","trans_terrorism_cj"
"2006","United States","Guatemala","0","0","0","0","0","7.381504","55.18607","19.33386","1","3518341.8","1345485.5","1835154.1","3326366.5","1352085.8","1903437.8","131.212","152.313","0.0"
"2007","United States","Guatemala","0","0","0","0","0","7.381504","55.26565","19.38178","1","4075941.8","1537441.9","2169558.5","3269435.0","1525018.5","1651255.0","146.844","160.439","0.0"
"2008","United States","Guatemala","0","0","0","0","0","7.381504","55.28883","19.37443","1","4721009.5","1998059.9","2251830.0","3722061.5","2058983.6","1569934.1","164.652","172.277","0.0"
"2009","United States","Guatemala","0","0","0","0","0","7.381504","55.25239","19.3085","1","3900714.0","1603418.8","1826429.6","3379081.2","1754288.2","1272302.2","135.058","127.475","0.0"
"2010","United States","Guatemala","0","0","0","0","0","7.381504","55.31956","19.34479","1","4449124.5","1851387.4","2163303.2","3440622.5","1848908.9","1338727.6","163.508","156.371","0.0"
"2011","United States","Guatemala","0","0","0","0","0","7.381504","55.37758","19.36435","1","6205289.0","3220112.5","2386871.2","4406159.0","2606964.5","1505760.8","189.315","179.933","0.0"
"2012","United States","Guatemala","0","0","0","0","0","7.381504","55.43426","19.38844","1","5913343.5","3103489.0","2388686.2","4843688.0","2750649.2","1453021.0","197.682","185.463","0.0"
"1995","United States","Haiti","0","0","0","0","0","7.587515","52.83002","17.59021","0","550783.56","263310.5","235036.62","137827.9","16154.194","111548.4","74.7832","61.2127","6.0"
"1996","United States","Haiti","0","0","0","0","0","7.587515","52.84439","17.57071","0","473593.34","227110.22","206714.83","151322.97","11013.921","137982.02","79.941","65.2763","3.0"
"1997","United States","Haiti","0","0","0","0","0","7.587515","52.92036","17.61307","0","499855.56","225511.33","237235.22","197138.36","19311.973","175552.47","88.1399","71.3905","2.0"
"1998","United States","Haiti","0","0","0","0","0","7.587515","52.998","17.65765","0","547841.2","236921.19","262153.38","281443.34","18891.305","259050.34","87.2391","74.9903","0.0"
"1999","United States","Haiti","0","0","0","0","0","7.587515","53.10652","17.73397","0","614793.06","246038.7","305564.47","310933.84","17356.309","287355.94","88.9859","84.1293","0.0"
"2000","United States","Haiti","0","0","0","0","0","7.587515","53.22712","17.82382","0","576124.3","205641.86","315810.84","307235.66","17239.625","286904.03","100.0","100.0","0.0"
"2001","United States","Haiti","0","0","0","0","0","7.587515","53.22126","17.78937","0","550316.8","200422.66","289970.97","271883.9","11501.597","256495.94","93.2451","93.6377","0.0"
"2002","United States","Haiti","0","0","0","0","0","7.587515","53.2307","17.77141","0","582554.1","197440.42","305088.25","263595.44","16973.223","241859.19","88.6414","95.3093","0.0"
"2003","United States","Haiti","0","0","0","0","0","7.587515","53.26801","17.78177","0","639622.2","241781.67","322881.66","341470.12","15032.518","320624.75","92.6914","103.474","0.0"
"2004","United States","Haiti","0","0","0","0","0","7.587515","53.27456","17.76092","0","663000.56","228446.52","335737.9","380456.34","16703.627","359945.44","104.215","121.153","0.0"
"2005","United States","Haiti","0","0","0","0","0","7.587515","53.34312","17.80287","0","688052.9","222522.38","366490.38","458583.78","18649.979","435573.44","115.24","137.593","0.0"
"2006","United States","Haiti","0","0","0","0","0","7.587515","53.39022","17.82394","0","809406.2","246537.17","442768.28","508550.88","19881.01","472764.78","131.212","152.313","0.0"
"2007","United States","Haiti","0","0","0","0","0","7.587515","53.42162","17.83022","0","710713.75","283783.84","298056.88","500219.06","20673.973","473982.06","146.844","160.439","0.0"
"2008","United States","Haiti","0","0","0","0","0","7.587515","53.44529","17.83018","0","944538.4","423412.25","264388.38","464421.56","24685.781","434360.78","164.652","172.277","0.0"
